Study_ID,Citation,Year,SAR_TYPE,Island.Type,Lat,Long,Study location,Ecoregion,Number of islands/patches in study,Island_or_Mainland,Min_A,Max_A,Range(order of magnitude),Island Area (m2),Distance From Mainland (m),Species Richness,Total species richness on islands ,Total species richness on islands and mianland,Sampling Method,Number of Sampling Methods,Z,Std. Error,R2,Signifcant?,Notes,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,PK,248,864970,3.542549364,491189,,2,9,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,QP,248,864970,3.542549364,40447,,4,14,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,RP,248,864970,3.542549364,10511,,8,23,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,SKP,248,864970,3.542549364,55152,,7,24,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,SW,248,864970,3.542549364,19699,,4,18,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,TPB,248,864970,3.542549364,2877,,5,11,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,WIN,248,864970,3.542549364,34235,,7,12,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,SPR,248,864970,3.542549364,435,,2,9,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,SNA,248,864970,3.542549364,248,,3,10,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,PEA,248,864970,3.542549364,567732,,3,7,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,CHI,248,864970,3.542549364,38081,,2,8,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,MOL,248,864970,3.542549364,8852,,3,9,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,COL,248,864970,3.542549364,623284,,2,10,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,MOO,248,864970,3.542549364,864970,,5,11,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
21,Gotelli_Ellison_2002,,Mainland,Habitat-patches,43.02108591,-71.86363636,New England,Nearctic,,CAR,248,864970,3.542549364,38023,,5,11,,"pitfall, tuna, lead litter, hand_collection",4,-0.03,,-0.02,,lat and long are averages from the sites,
22,Terayama & Murata 1987 (from Drakare's review),,Insular,Oceanic,34.523924,139.280467,"Toshima Island, Izu Islands",Palearctic,,,,,#DIV/0!,,,,,,,,0.07,,,,"can't find actual paper, just slope value",
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,1,4000,1016100,2.40487646,1016100,,13,50,,"Pitfall, visual surveys",2,0.38,0.06,0.5,Y,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,2,4000,1016100,2.40487646,1008100,,22,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,3,4000,1016100,2.40487646,781900,,17,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,4,4000,1016100,2.40487646,722400,,5,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,5,4000,1016100,2.40487646,639000,,8,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,6,4000,1016100,2.40487646,563600,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,7,4000,1016100,2.40487646,440600,,16,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,8,4000,1016100,2.40487646,444500,,15,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,9,4000,1016100,2.40487646,341300,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,10,4000,1016100,2.40487646,317500,,18,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,11,4000,1016100,2.40487646,309600,,11,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,12,4000,1016100,2.40487646,146900,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,13,4000,1016100,2.40487646,127000,,4,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,14,4000,1016100,2.40487646,115100,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,15,4000,1016100,2.40487646,101600,,4,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,16,4000,1016100,2.40487646,95300,,8,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,17,4000,1016100,2.40487646,95300,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,18,4000,1016100,2.40487646,93900,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,19,4000,1016100,2.40487646,87300,,4,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,20,4000,1016100,2.40487646,83300,,4,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,21,4000,1016100,2.40487646,79400,,9,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,22,4000,1016100,2.40487646,79400,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,23,4000,1016100,2.40487646,79400,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,24,4000,1016100,2.40487646,71400,,5,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,25,4000,1016100,2.40487646,67500,,5,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,26,4000,1016100,2.40487646,67500,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,27,4000,1016100,2.40487646,63500,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,28,4000,1016100,2.40487646,63500,,6,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,29,4000,1016100,2.40487646,55600,,5,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,30,4000,1016100,2.40487646,55600,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,31,4000,1016100,2.40487646,51600,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,32,4000,1016100,2.40487646,39700,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,33,4000,1016100,2.40487646,39700,,2,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,34,4000,1016100,2.40487646,39700,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,35,4000,1016100,2.40487646,31800,,2,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,36,4000,1016100,2.40487646,27800,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,37,4000,1016100,2.40487646,23800,,5,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,38,4000,1016100,2.40487646,23800,,3,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,39,4000,1016100,2.40487646,16300,,1,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
23,Suarez et al. 1998,,Mainland,Habitat-patches,32.804543,-117.066751,San Diego County,Nearctic,40,40,4000,1016100,2.40487646,4000,,4,50,,"Pitfall, visual surveys",2,0.38,,0.5,,,
24,Wetter et al. 2002,,Insular,Continental,24.6333,-82.8749,Dry tortugas,Neotropic,5,Loggerhead island,8000,260000,1.511883361,260000,,8,,,"Baits, Literature review",1,0.28,0.15,0.39,N,,
24,Wetter et al. 2002,,Insular,Continental,24.6333,-82.8749,Dry tortugas,Neotropic,5,Garden Island,8000,260000,1.511883361,170000,,18,,,"Baits, Literature review",1,0.28,0.15,0.39,N,,
24,Wetter et al. 2002,,Insular,Continental,24.6333,-82.8749,Dry tortugas,Neotropic,5,Bush Island,8000,260000,1.511883361,120000,,6,,,"Baits, Literature review",1,0.28,0.15,0.39,N,,
24,Wetter et al. 2002,,Insular,Continental,24.6333,-82.8749,Dry tortugas,Neotropic,5,Long Island,8000,260000,1.511883361,8000,,4,,,"Baits, Literature review",1,0.28,0.15,0.39,N,,
24,Wetter et al. 2002,,Insular,Continental,24.6333,-82.8749,Dry tortugas,Neotropic,5,East Island,8000,260000,1.511883361,16000,,5,,,"Baits, Literature review",1,0.28,0.15,0.39,N,,
25,Wetterer et al. 2007,,Insular,Oceanic,32.733338,-16.918018,Madeiran Archipelago,Palearctic,4,Madeira island,2730000,741000000,2.433655561,741000000,,27,27,,Lit review,0,0.43,0.1,0.84,N,,
25,Wetterer et al. 2007,,Insular,Oceanic,32.733338,-16.918018,Madeiran Archipelago,Palearctic,4,Desertas Island,2730000,741000000,2.433655561,14211265,,9,,,Lit review,0,0.43,,0.84,,,
25,Wetterer et al. 2007,,Insular,Oceanic,32.733338,-16.918018,Madeiran Archipelago,Palearctic,4,Porto Santo,2730000,741000000,2.433655561,42165006,,11,,,Lit review,0,0.43,,0.84,,,
25,Wetterer et al. 2007,,Insular,Oceanic,32.733338,-16.918018,Madeiran Archipelago,Palearctic,4,Selvagens ,2730000,741000000,2.433655561,2730000,,2,,,Lit review,0,0.43,,0.84,,,
26,Baroni-Urbani 1978 cited in wilson's west indies book,,Insular,Continental,42.772158,10.254031,Toscane archipelago,Palearctic,21,,,,#DIV/0!,,,,,,,,0.23,,0.74,,,
27,Cole 1983,,Insular,Continental,24.606084,-81.590183,"Mangrone islands, florida keys, small islands in sugarloaf key, saddlebrunch keys, big coppitt keys",Neotropic,81,,,,4.465,,,,,,,,0.21,,0.9,,cole's measurements were in volume not area,
28,Dauber et al. 2006,,Mainland,Habitat-patches,59.410957,17.194889,"Selaon, Sweden",Palearctic,,,1800,89600,1.697035505,,,,,,Pitfall,1,-0.04,,0.3,,,
29,Terayama 1992,,Insular,Oceanic,33.5,132,East Asia,Palearctic,4,Hokkaido,,36000000000,79000000000,79000000000,,61,,,,,-0.33,0.54,-0.25,N,"you got these valuees from choi who reefereenceed terayama 1992, huge latitduninal gradient",
29,Terayama 1992,,Insular,Oceanic,33.5,132,East Asia,Palearctic,4,Shikoku,,36000000000,79000000000,18000000000,,96,,,,,-0.33,0.54,-0.25,N,"you got these valuees from choi who reefereenceed terayama 1992, huge latitduninal gradient",
29,Terayama 1992,,Insular,Oceanic,33.5,132,East Asia,Palearctic,4,Kyushu,,36000000000,79000000000,36000000000,,123,,,,,-0.33,0.54,-0.25,N,"you got these valuees from choi who reefereenceed terayama 1992, huge latitduninal gradient",
29,Terayama 1992,,Insular,Oceanic,33.5,132,East Asia,Palearctic,4,Taiwan,,36000000000,79000000000,36000000000,,205,,,,,-0.33,0.54,-0.25,N,"you got these valuees from choi who reefereenceed terayama 1992, huge latitduninal gradient",
30a,Sanders_2002,,Mainland,Habitat-patches,39.276488,-110.570176,Western United States,Nearctic,3,Colorado,,,,,,,,,,,0.896,,0.75,Y,,
30b,Sanders_2002,,Mainland,Habitat-patches,39.276488,-110.570176,Western United States,Nearctic,3,Nevada,,,,,,,,,,,0.402,,0.71,Y,,
30c,Sanders_2002,,Mainland,Habitat-patches,39.276488,-110.570176,Western United States,Nearctic,3,Utah,,,,,,,,,,,0.523,,0.53,Y,,
31,Sugiura,,Insular,Oceanic,27.069369,142.216814,Japan,Palearctic,5,Chichi-jima,490000,23990000,1.689834168,23990000,,16,23,,,,0.17,0.03,0.86,Y,,
31,Sugiura,,Insular,Oceanic,27.069369,142.216814,Japan,Palearctic,5,Haha-jima,490000,23990000,1.689834168,20800000,,13,23,,,,0.17,0.03,0.86,Y,,
31,Sugiura,,Insular,Oceanic,27.069369,142.216814,Japan,Palearctic,5,Ani-jima,490000,23990000,1.689834168,7850000,,11,23,,,,0.17,0.03,0.86,Y,,
31,Sugiura,,Insular,Oceanic,27.069369,142.216814,Japan,Palearctic,5,Mukou-jima,490000,23990000,1.689834168,1450000,,8,23,,,,0.17,0.03,0.86,Y,,
31,Sugiura,,Insular,Oceanic,27.069369,142.216814,Japan,Palearctic,5,Nishi-jima,490000,23990000,1.689834168,490000,,8,23,,,,0.17,0.03,0.86,Y,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,1,101700,35000000,2.536747091,101700,,49,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,2,101700,35000000,2.536747091,225600,,53,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,3,101700,35000000,2.536747091,249300,,57,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,4,101700,35000000,2.536747091,275200,,50,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,5,101700,35000000,2.536747091,305500,,49,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,6,101700,35000000,2.536747091,317400,,58,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,7,101700,35000000,2.536747091,370300,,59,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,8,101700,35000000,2.536747091,381700,,52,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,9,101700,35000000,2.536747091,459200,,29,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,10,101700,35000000,2.536747091,500500,,59,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,11,101700,35000000,2.536747091,796400,,50,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,12,101700,35000000,2.536747091,833700,,54,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,13,101700,35000000,2.536747091,836300,,39,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,14,101700,35000000,2.536747091,879400,,61,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,15,101700,35000000,2.536747091,911600,,48,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,16,101700,35000000,2.536747091,2505200,,62,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,17,101700,35000000,2.536747091,2957600,,56,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,18,101700,35000000,2.536747091,3479300,,67,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,Coimbra Forest,101700,35000000,2.536747091,35000000,,67,146,,Leaf litter,1,0.05,0.03,0.1,N,,